INFO 2024-07-12 03:56:11,517 autoreload Watching for file changes with StatReloader
DEBUG 2024-07-12 04:08:09,064 base Exception while resolving variable 'selected_department' in template 'employee_list.html'.
Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/context.py", line 83, in __getitem__
    raise KeyError(key)
KeyError: 'selected_department'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 886, in _resolve_lookup
    if isinstance(current, BaseContext) and getattr(
AttributeError: type object 'RequestContext' has no attribute 'selected_department'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'selected_department'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [selected_department] in [{'True': True, 'False': False, 'None': None}, {'csrf_token': <SimpleLazyObject: <function csrf.<locals>._get_val at 0x7fb85129c820>>, 'request': <WSGIRequest: GET '/hrms/employees/?education=Degree'>, 'user': <SimpleLazyObject: <CustomUser: mesele>>, 'perms': PermWrapper(<SimpleLazyObject: <CustomUser: mesele>>), 'messages': <FallbackStorage: request=<WSGIRequest: GET '/hrms/employees/?education=Degree'>>, 'DEFAULT_MESSAGE_LEVELS': {'DEBUG': 10, 'INFO': 20, 'SUCCESS': 25, 'WARNING': 30, 'ERROR': 40}}, {}, {'employees': <Page 1 of 2>, 'departments': <QuerySet [<Department: Finance>, <Department: FnB Service>, <Department: Front Office>, <Department: House Keeping>, <Department: Human Resource>, <Department: Kitchen>]>, 'status_filter': 'active', 'search_query': None, 'department_filter': None, 'education_filter': 'Degree', 'is_paginated': True}, {'block': <Block Node: content. Contents: [<TextNode: '\n<div class="container-fl'>, <URLNode view_name=''hrms:employee_create'' args=[] kwargs={} as=None>, <TextNode: '" class="btn btn-outline-'>, <URLNode view_name=''hrms:employee_list'' args=[] kwargs={} as=None>, <TextNode: '">\n                <input'>, <Variable Node: request.GET.q>, <TextNode: '">\n                <butto'>, <URLNode view_name=''hrms:employee_list'' args=[] kwargs={} as=None>, <TextNode: '" id="department-filter-f'>, <ForNode: for department in departments, tail_len: 7>, <TextNode: '\n                </select'>, <URLNode view_name=''hrms:employee_list'' args=[] kwargs={} as=None>, <TextNode: '">Active</a>\n            '>, <URLNode view_name=''hrms:employee_list'' args=[] kwargs={} as=None>, <TextNode: '?status=inactive">Inactiv'>, <URLNode view_name=''hrms:employee_list'' args=[] kwargs={} as=None>, <TextNode: '?status=all">All</a>\n    '>, <ForNode: for employee in employees, tail_len: 17>, <TextNode: '\n            </tbody>\n   '>, <IfNode>, <TextNode: '\n    </div>\n</div>\n\n<scri'>]>}, {'forloop': {'parentloop': {}, 'counter0': 2, 'counter': 3, 'revcounter': 4, 'revcounter0': 3, 'first': False, 'last': False}, 'department': <Department: Front Office>}]
DEBUG 2024-07-12 04:08:09,065 base Exception while resolving variable 'selected_department' in template 'employee_list.html'.
Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/context.py", line 83, in __getitem__
    raise KeyError(key)
KeyError: 'selected_department'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 886, in _resolve_lookup
    if isinstance(current, BaseContext) and getattr(
AttributeError: type object 'RequestContext' has no attribute 'selected_department'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'selected_department'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [selected_department] in [{'True': True, 'False': False, 'None': None}, {'csrf_token': <SimpleLazyObject: <function csrf.<locals>._get_val at 0x7fb85129c820>>, 'request': <WSGIRequest: GET '/hrms/employees/?education=Degree'>, 'user': <SimpleLazyObject: <CustomUser: mesele>>, 'perms': PermWrapper(<SimpleLazyObject: <CustomUser: mesele>>), 'messages': <FallbackStorage: request=<WSGIRequest: GET '/hrms/employees/?education=Degree'>>, 'DEFAULT_MESSAGE_LEVELS': {'DEBUG': 10, 'INFO': 20, 'SUCCESS': 25, 'WARNING': 30, 'ERROR': 40}}, {}, {'employees': <Page 1 of 2>, 'departments': <QuerySet [<Department: Finance>, <Department: FnB Service>, <Department: Front Office>, <Department: House Keeping>, <Department: Human Resource>, <Department: Kitchen>]>, 'status_filter': 'active', 'search_query': None, 'department_filter': None, 'education_filter': 'Degree', 'is_paginated': True}, {'block': <Block Node: content. Contents: [<TextNode: '\n<div class="container-fl'>, <URLNode view_name=''hrms:employee_create'' args=[] kwargs={} as=None>, <TextNode: '" class="btn btn-outline-'>, <URLNode view_name=''hrms:employee_list'' args=[] kwargs={} as=None>, <TextNode: '">\n                <input'>, <Variable Node: request.GET.q>, <TextNode: '">\n                <butto'>, <URLNode view_name=''hrms:employee_list'' args=[] kwargs={} as=None>, <TextNode: '" id="department-filter-f'>, <ForNode: for department in departments, tail_len: 7>, <TextNode: '\n                </select'>, <URLNode view_name=''hrms:employee_list'' args=[] kwargs={} as=None>, <TextNode: '">Active</a>\n            '>, <URLNode view_name=''hrms:employee_list'' args=[] kwargs={} as=None>, <TextNode: '?status=inactive">Inactiv'>, <URLNode view_name=''hrms:employee_list'' args=[] kwargs={} as=None>, <TextNode: '?status=all">All</a>\n    '>, <ForNode: for employee in employees, tail_len: 17>, <TextNode: '\n            </tbody>\n   '>, <IfNode>, <TextNode: '\n    </div>\n</div>\n\n<scri'>]>}, {'forloop': {'parentloop': {}, 'counter0': 3, 'counter': 4, 'revcounter': 3, 'revcounter0': 2, 'first': False, 'last': False}, 'department': <Department: House Keeping>}]
DEBUG 2024-07-12 04:08:09,066 base Exception while resolving variable 'selected_department' in template 'employee_list.html'.
Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/context.py", line 83, in __getitem__
    raise KeyError(key)
KeyError: 'selected_department'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 886, in _resolve_lookup
    if isinstance(current, BaseContext) and getattr(
AttributeError: type object 'RequestContext' has no attribute 'selected_department'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'selected_department'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [selected_department] in [{'True': True, 'False': False, 'None': None}, {'csrf_token': <SimpleLazyObject: <function csrf.<locals>._get_val at 0x7fb85129c820>>, 'request': <WSGIRequest: GET '/hrms/employees/?education=Degree'>, 'user': <SimpleLazyObject: <CustomUser: mesele>>, 'perms': PermWrapper(<SimpleLazyObject: <CustomUser: mesele>>), 'messages': <FallbackStorage: request=<WSGIRequest: GET '/hrms/employees/?education=Degree'>>, 'DEFAULT_MESSAGE_LEVELS': {'DEBUG': 10, 'INFO': 20, 'SUCCESS': 25, 'WARNING': 30, 'ERROR': 40}}, {}, {'employees': <Page 1 of 2>, 'departments': <QuerySet [<Department: Finance>, <Department: FnB Service>, <Department: Front Office>, <Department: House Keeping>, <Department: Human Resource>, <Department: Kitchen>]>, 'status_filter': 'active', 'search_query': None, 'department_filter': None, 'education_filter': 'Degree', 'is_paginated': True}, {'block': <Block Node: content. Contents: [<TextNode: '\n<div class="container-fl'>, <URLNode view_name=''hrms:employee_create'' args=[] kwargs={} as=None>, <TextNode: '" class="btn btn-outline-'>, <URLNode view_name=''hrms:employee_list'' args=[] kwargs={} as=None>, <TextNode: '">\n                <input'>, <Variable Node: request.GET.q>, <TextNode: '">\n                <butto'>, <URLNode view_name=''hrms:employee_list'' args=[] kwargs={} as=None>, <TextNode: '" id="department-filter-f'>, <ForNode: for department in departments, tail_len: 7>, <TextNode: '\n                </select'>, <URLNode view_name=''hrms:employee_list'' args=[] kwargs={} as=None>, <TextNode: '">Active</a>\n            '>, <URLNode view_name=''hrms:employee_list'' args=[] kwargs={} as=None>, <TextNode: '?status=inactive">Inactiv'>, <URLNode view_name=''hrms:employee_list'' args=[] kwargs={} as=None>, <TextNode: '?status=all">All</a>\n    '>, <ForNode: for employee in employees, tail_len: 17>, <TextNode: '\n            </tbody>\n   '>, <IfNode>, <TextNode: '\n    </div>\n</div>\n\n<scri'>]>}, {'forloop': {'parentloop': {}, 'counter0': 4, 'counter': 5, 'revcounter': 2, 'revcounter0': 1, 'first': False, 'last': False}, 'department': <Department: Human Resource>}]
DEBUG 2024-07-12 04:08:09,067 base Exception while resolving variable 'selected_department' in template 'employee_list.html'.
Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/context.py", line 83, in __getitem__
    raise KeyError(key)
KeyError: 'selected_department'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 886, in _resolve_lookup
    if isinstance(current, BaseContext) and getattr(
AttributeError: type object 'RequestContext' has no attribute 'selected_department'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'selected_department'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [selected_department] in [{'True': True, 'False': False, 'None': None}, {'csrf_token': <SimpleLazyObject: <function csrf.<locals>._get_val at 0x7fb85129c820>>, 'request': <WSGIRequest: GET '/hrms/employees/?education=Degree'>, 'user': <SimpleLazyObject: <CustomUser: mesele>>, 'perms': PermWrapper(<SimpleLazyObject: <CustomUser: mesele>>), 'messages': <FallbackStorage: request=<WSGIRequest: GET '/hrms/employees/?education=Degree'>>, 'DEFAULT_MESSAGE_LEVELS': {'DEBUG': 10, 'INFO': 20, 'SUCCESS': 25, 'WARNING': 30, 'ERROR': 40}}, {}, {'employees': <Page 1 of 2>, 'departments': <QuerySet [<Department: Finance>, <Department: FnB Service>, <Department: Front Office>, <Department: House Keeping>, <Department: Human Resource>, <Department: Kitchen>]>, 'status_filter': 'active', 'search_query': None, 'department_filter': None, 'education_filter': 'Degree', 'is_paginated': True}, {'block': <Block Node: content. Contents: [<TextNode: '\n<div class="container-fl'>, <URLNode view_name=''hrms:employee_create'' args=[] kwargs={} as=None>, <TextNode: '" class="btn btn-outline-'>, <URLNode view_name=''hrms:employee_list'' args=[] kwargs={} as=None>, <TextNode: '">\n                <input'>, <Variable Node: request.GET.q>, <TextNode: '">\n                <butto'>, <URLNode view_name=''hrms:employee_list'' args=[] kwargs={} as=None>, <TextNode: '" id="department-filter-f'>, <ForNode: for department in departments, tail_len: 7>, <TextNode: '\n                </select'>, <URLNode view_name=''hrms:employee_list'' args=[] kwargs={} as=None>, <TextNode: '">Active</a>\n            '>, <URLNode view_name=''hrms:employee_list'' args=[] kwargs={} as=None>, <TextNode: '?status=inactive">Inactiv'>, <URLNode view_name=''hrms:employee_list'' args=[] kwargs={} as=None>, <TextNode: '?status=all">All</a>\n    '>, <ForNode: for employee in employees, tail_len: 17>, <TextNode: '\n            </tbody>\n   '>, <IfNode>, <TextNode: '\n    </div>\n</div>\n\n<scri'>]>}, {'forloop': {'parentloop': {}, 'counter0': 5, 'counter': 6, 'revcounter': 1, 'revcounter0': 0, 'first': False, 'last': True}, 'department': <Department: Kitchen>}]
DEBUG 2024-07-12 04:08:09,070 utils (0.001) SELECT "employee_management_department"."id", "employee_management_department"."name" FROM "employee_management_department" WHERE "employee_management_department"."id" = 1 LIMIT 21; args=(1,); alias=default
DEBUG 2024-07-12 04:08:09,073 utils (0.001) SELECT "employee_management_position"."id", "employee_management_position"."name" FROM "employee_management_position" WHERE "employee_management_position"."id" = 2 LIMIT 21; args=(2,); alias=default
DEBUG 2024-07-12 04:08:09,076 utils (0.000) SELECT "employee_management_department"."id", "employee_management_department"."name" FROM "employee_management_department" WHERE "employee_management_department"."id" = 2 LIMIT 21; args=(2,); alias=default
DEBUG 2024-07-12 04:08:09,078 utils (0.001) SELECT "employee_management_position"."id", "employee_management_position"."name" FROM "employee_management_position" WHERE "employee_management_position"."id" = 12 LIMIT 21; args=(12,); alias=default
DEBUG 2024-07-12 04:08:09,081 utils (0.001) SELECT "employee_management_department"."id", "employee_management_department"."name" FROM "employee_management_department" WHERE "employee_management_department"."id" = 2 LIMIT 21; args=(2,); alias=default
DEBUG 2024-07-12 04:08:09,083 utils (0.001) SELECT "employee_management_position"."id", "employee_management_position"."name" FROM "employee_management_position" WHERE "employee_management_position"."id" = 13 LIMIT 21; args=(13,); alias=default
DEBUG 2024-07-12 04:08:09,085 utils (0.001) SELECT "employee_management_department"."id", "employee_management_department"."name" FROM "employee_management_department" WHERE "employee_management_department"."id" = 2 LIMIT 21; args=(2,); alias=default
DEBUG 2024-07-12 04:08:09,087 utils (0.001) SELECT "employee_management_position"."id", "employee_management_position"."name" FROM "employee_management_position" WHERE "employee_management_position"."id" = 14 LIMIT 21; args=(14,); alias=default
DEBUG 2024-07-12 04:08:09,089 utils (0.000) SELECT "employee_management_department"."id", "employee_management_department"."name" FROM "employee_management_department" WHERE "employee_management_department"."id" = 2 LIMIT 21; args=(2,); alias=default
DEBUG 2024-07-12 04:08:09,091 utils (0.001) SELECT "employee_management_position"."id", "employee_management_position"."name" FROM "employee_management_position" WHERE "employee_management_position"."id" = 17 LIMIT 21; args=(17,); alias=default
DEBUG 2024-07-12 04:08:09,094 utils (0.000) SELECT "employee_management_department"."id", "employee_management_department"."name" FROM "employee_management_department" WHERE "employee_management_department"."id" = 3 LIMIT 21; args=(3,); alias=default
DEBUG 2024-07-12 04:08:09,096 utils (0.001) SELECT "employee_management_position"."id", "employee_management_position"."name" FROM "employee_management_position" WHERE "employee_management_position"."id" = 19 LIMIT 21; args=(19,); alias=default
DEBUG 2024-07-12 04:08:09,098 utils (0.000) SELECT "employee_management_department"."id", "employee_management_department"."name" FROM "employee_management_department" WHERE "employee_management_department"."id" = 3 LIMIT 21; args=(3,); alias=default
DEBUG 2024-07-12 04:08:09,100 utils (0.001) SELECT "employee_management_position"."id", "employee_management_position"."name" FROM "employee_management_position" WHERE "employee_management_position"."id" = 20 LIMIT 21; args=(20,); alias=default
DEBUG 2024-07-12 04:08:09,102 utils (0.000) SELECT "employee_management_department"."id", "employee_management_department"."name" FROM "employee_management_department" WHERE "employee_management_department"."id" = 3 LIMIT 21; args=(3,); alias=default
DEBUG 2024-07-12 04:08:09,105 utils (0.001) SELECT "employee_management_position"."id", "employee_management_position"."name" FROM "employee_management_position" WHERE "employee_management_position"."id" = 20 LIMIT 21; args=(20,); alias=default
DEBUG 2024-07-12 04:08:09,107 utils (0.000) SELECT "employee_management_department"."id", "employee_management_department"."name" FROM "employee_management_department" WHERE "employee_management_department"."id" = 3 LIMIT 21; args=(3,); alias=default
DEBUG 2024-07-12 04:08:09,110 utils (0.001) SELECT "employee_management_position"."id", "employee_management_position"."name" FROM "employee_management_position" WHERE "employee_management_position"."id" = 23 LIMIT 21; args=(23,); alias=default
DEBUG 2024-07-12 04:08:09,112 utils (0.000) SELECT "employee_management_department"."id", "employee_management_department"."name" FROM "employee_management_department" WHERE "employee_management_department"."id" = 6 LIMIT 21; args=(6,); alias=default
DEBUG 2024-07-12 04:08:09,114 utils (0.001) SELECT "employee_management_position"."id", "employee_management_position"."name" FROM "employee_management_position" WHERE "employee_management_position"."id" = 38 LIMIT 21; args=(38,); alias=default
DEBUG 2024-07-12 04:08:09,115 base Exception while resolving variable 'q' in template 'employee_list.html'.
Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/utils/datastructures.py", line 84, in __getitem__
    list_ = super().__getitem__(key)
KeyError: 'q'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/utils/datastructures.py", line 86, in __getitem__
    raise MultiValueDictKeyError(key)
django.utils.datastructures.MultiValueDictKeyError: 'q'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 890, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'QueryDict' object has no attribute 'q'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'q'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [q] in <QueryDict: {'education': ['Degree']}>
DEBUG 2024-07-12 04:08:09,116 base Exception while resolving variable 'department' in template 'employee_list.html'.
Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/utils/datastructures.py", line 84, in __getitem__
    list_ = super().__getitem__(key)
KeyError: 'department'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/utils/datastructures.py", line 86, in __getitem__
    raise MultiValueDictKeyError(key)
django.utils.datastructures.MultiValueDictKeyError: 'department'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 890, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'QueryDict' object has no attribute 'department'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'department'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [department] in <QueryDict: {'education': ['Degree']}>
DEBUG 2024-07-12 04:08:09,117 base Exception while resolving variable 'q' in template 'employee_list.html'.
Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/utils/datastructures.py", line 84, in __getitem__
    list_ = super().__getitem__(key)
KeyError: 'q'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/utils/datastructures.py", line 86, in __getitem__
    raise MultiValueDictKeyError(key)
django.utils.datastructures.MultiValueDictKeyError: 'q'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 890, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'QueryDict' object has no attribute 'q'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'q'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [q] in <QueryDict: {'education': ['Degree']}>
DEBUG 2024-07-12 04:08:09,118 base Exception while resolving variable 'department' in template 'employee_list.html'.
Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/utils/datastructures.py", line 84, in __getitem__
    list_ = super().__getitem__(key)
KeyError: 'department'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/utils/datastructures.py", line 86, in __getitem__
    raise MultiValueDictKeyError(key)
django.utils.datastructures.MultiValueDictKeyError: 'department'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 890, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'QueryDict' object has no attribute 'department'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'department'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [department] in <QueryDict: {'education': ['Degree']}>
INFO 2024-07-12 04:08:09,119 basehttp "GET /hrms/employees/?education=Degree HTTP/1.1" 200 11116
DEBUG 2024-07-12 04:08:09,426 utils (0.003) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2024-07-12T04:08:09.409542+00:00'::timestamptz AND "django_session"."session_key" = 'txq2ox0iykxz8aqdcbpygnhl4ytw0xmf') LIMIT 21; args=(datetime.datetime(2024, 7, 12, 4, 8, 9, 409542, tzinfo=datetime.timezone.utc), 'txq2ox0iykxz8aqdcbpygnhl4ytw0xmf'); alias=default
DEBUG 2024-07-12 04:08:09,429 utils (0.001) SELECT "common_user_customuser"."id", "common_user_customuser"."password", "common_user_customuser"."last_login", "common_user_customuser"."is_superuser", "common_user_customuser"."username", "common_user_customuser"."first_name", "common_user_customuser"."last_name", "common_user_customuser"."email", "common_user_customuser"."is_staff", "common_user_customuser"."is_active", "common_user_customuser"."date_joined", "common_user_customuser"."role" FROM "common_user_customuser" WHERE "common_user_customuser"."id" = 1 LIMIT 21; args=(1,); alias=default
DEBUG 2024-07-12 04:08:09,435 utils (0.002) SELECT "employee_management_employee"."id", "employee_management_employee"."first_name", "employee_management_employee"."middle_name", "employee_management_employee"."last_name", "employee_management_employee"."gender", "employee_management_employee"."mobile", "employee_management_employee"."email", "employee_management_employee"."department_id", "employee_management_employee"."position_id", "employee_management_employee"."date_of_birth", "employee_management_employee"."hire_date", "employee_management_employee"."salary", "employee_management_employee"."education_level", "employee_management_employee"."address", "employee_management_employee"."pension_number", "employee_management_employee"."emergency_contact_name", "employee_management_employee"."emergency_contact_phone", "employee_management_employee"."is_coc_certified", "employee_management_employee"."is_active", "employee_management_employee"."picture" FROM "employee_management_employee" WHERE ("employee_management_employee"."is_active" AND "employee_management_employee"."education_level" = 'Degree') ORDER BY "employee_management_employee"."id" ASC; args=('Degree',); alias=default
DEBUG 2024-07-12 04:08:09,440 base Exception while resolving variable 'q' in template 'employee_list.html'.
Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/utils/datastructures.py", line 84, in __getitem__
    list_ = super().__getitem__(key)
KeyError: 'q'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/utils/datastructures.py", line 86, in __getitem__
    raise MultiValueDictKeyError(key)
django.utils.datastructures.MultiValueDictKeyError: 'q'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 890, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'QueryDict' object has no attribute 'q'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'q'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [q] in <QueryDict: {'education': ['Degree']}>
DEBUG 2024-07-12 04:08:09,442 utils (0.001) SELECT "employee_management_department"."id", "employee_management_department"."name" FROM "employee_management_department"; args=(); alias=default
DEBUG 2024-07-12 04:08:09,443 base Exception while resolving variable 'selected_department' in template 'employee_list.html'.
Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/context.py", line 83, in __getitem__
    raise KeyError(key)
KeyError: 'selected_department'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 886, in _resolve_lookup
    if isinstance(current, BaseContext) and getattr(
AttributeError: type object 'RequestContext' has no attribute 'selected_department'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'selected_department'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/mesele/erp/verp/lib/python3.8/site-packages/django/template/base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
